GTR3 dataset FFT analysis.

File name | Correct chord | Prediction info (chord prediction, threshold, detected notes, strong note)

Am_AcusticPlug26_1.wav Amin ['Amin', 0.46, {'A', 'C', 'E'}, 'E']
Em_classical_AfonsoLemos_01.wav Emin ['Emin', 0.68, {'B', 'G', 'E'}, 'B']
Em_classical_AfonsoLemos_02.wav Emin ['Emin', 0.49, {'B', 'G', 'E'}, 'B']
Em_classical_AfonsoLemos_03.wav Emin ['Emin', 0.46, {'B', 'G', 'E'}, 'B']
Em_classical_AfonsoLemos_04.wav Emin ['Emin', 0.4, {'B', 'G', 'E'}, 'B']
Em_classical_henrique_1.wav Emin ['Emin', 0.17, {'B', 'G', 'E'}, 'B']
Em_classical_henrique_2.wav Emin ['Emin', 0.15, {'B', 'G', 'E'}, 'B']
Em_classical_henrique_3.wav Emin ['Emin', 0.21, {'B', 'G', 'E'}, 'B']
Em_classical_henrique_4.wav Emin ['Emin', 0.12, {'B', 'G', 'E'}, 'B']
Em_electric_Isabel_1.wav Emin ['Emin', 0.57, {'B', 'G', 'E'}, 'B']
Em_electric_Isabel_2.wav Emin ['Emin', 0.76, {'B', 'G', 'E'}, 'B']
Em_electric_Isabel_3.wav Emin ['Emin', 0.63, {'B', 'G', 'E'}, 'E']
Em_electric_Isabel_4.wav Emin ['Emin', 0.35, {'B', 'G', 'E'}, 'E']
Em_eletricguitar_Mari_1.wav Emin ['Esus2', 0.45, {'B', 'Gb', 'E'}, 'E']
Em_eletricguitar_Mari_2.wav Emin ['Emin', 0.49, {'B', 'G', 'E'}, 'G']
Em_eletricguitar_Mari_3.wav Emin ['Emin', 0.63, {'B', 'G', 'E'}, 'E']
Em_eletricguitar_Mari_4.wav Emin ['Emin', 0.24, {'B', 'G', 'E'}, 'E']
F_AcusticPlug26_1.wav Fmaj ['Fmaj', 0.4, {'F', 'A', 'C'}, '']
F_AcusticPlug26_2.wav Fmaj ['Fmaj', 0.27, {'F', 'A', 'C'}, 'C']
F_AcusticPlug26_3.wav Fmaj ['Fmaj', 0.41, {'F', 'A', 'C'}, 'C']
F_AcusticPlug26_4.wav Fmaj ['Fmaj', 0.34, {'F', 'A', 'C'}, 'F']
F_AcusticPlug27_1.wav Fmaj ['Fmaj', 0.22, {'F', 'A', 'C'}, 'C']
F_AcusticPlug27_2.wav Fmaj ['Fmaj', 0.17, {'F', 'A', 'C'}, 'C']
F_AcusticPlug27_3.wav Fmaj ['Fmaj', 0.22, {'F', 'A', 'C'}, 'C']
F_AcusticPlug27_4.wav Fmaj ['Fmaj', 0.35, {'F', 'A', 'C'}, 'F']
F_AcusticPlug28_1.wav Fmaj ['Fmaj', 0.16, {'F', 'A', 'C'}, 'C']
F_AcusticPlug28_2.wav Fmaj ['Fmaj', 0.1, {'F', 'A', 'C'}, 'C']
F_AcusticPlug28_3.wav Fmaj ['Fmaj', 0.17, {'F', 'A', 'C'}, 'C']
F_AcusticPlug28_4.wav Fmaj ['Fmaj', 0.51, {'F', 'A', 'C'}, 'F']
F_AcusticPlug29_1.wav Fmaj ['Csus4', 0.2, {'F', 'G', 'A', 'C'}, 'C']
F_AcusticPlug29_2.wav Fmaj ['Fmaj', 0.11, {'F', 'A', 'C'}, 'C']
F_AcusticPlug29_3.wav Fmaj ['Fmaj', 0.21, {'F', 'A', 'C'}, 'C']
F_AcusticPlug29_4.wav Fmaj ['Fmaj', 0.26, {'F', 'A', 'C'}, 'F']
F_AcusticPlug30_1.wav Fmaj ['Csus4', 0.44, {'F', 'G', 'C'}, 'F']
F_AcusticPlug30_2.wav Fmaj ['Csus4', 0.24, {'F', 'G', 'C'}, 'C']
F_AcusticPlug30_3.wav Fmaj ['Csus4', 0.4, {'F', 'G', 'C'}, 'C']
F_AcusticPlug30_4.wav Fmaj ['Csus4', 0.28, {'F', 'G', 'C'}, 'F']
F_AcusticVince_JO_1.wav Fmaj ['Fmaj', 0.57, {'F', 'A', 'C'}, 'C']
F_AcusticVince_JO_2.wav Fmaj ['Fmaj', 0.64, {'F', 'A', 'C'}, 'A']
F_AcusticVince_JO_3.wav Fmaj ['Fmaj', 0.82, {'F', 'A', 'C'}, 'F']
F_AcusticVince_JO_4.wav Fmaj ['Fmaj', 0.53, {'F', 'A', 'C'}, 'C']
F_ClassicVince_JO_1.wav Fmaj ['Fmaj', 0.6, {'F', 'A', 'C'}, 'C']
F_ClassicVince_JO_2.wav Fmaj ['Fmaj', 0.62, {'F', 'A', 'C'}, 'A']
F_ClassicVince_JO_3.wav Fmaj ['Fmaj', 0.49, {'F', 'A', 'C'}, 'C']
F_ClassicVince_JO_4.wav Fmaj ['Fmaj', 0.59, {'F', 'A', 'C'}, 'A']
F_Classic_Jo_1..wav Fmaj ['Fmaj', 0.53, {'F', 'A', 'C'}, 'C']
F_Classic_Jo_2.wav Fmaj ['Fmaj', 0.54, {'F', 'A', 'C'}, 'F']
F_Classic_Jo_3.wav Fmaj ['Fmaj', 0.82, {'F', 'A', 'C'}, '']
F_Classic_Jo_4.wav Fmaj ['Fmaj', 0.63, {'F', 'A', 'C'}, 'F']
F_Electric1_LInda_1.wav Fmaj ['Cmaj', 0.6, {'G', 'C', 'E'}, 'E']
F_Electric1_LInda_2.wav Fmaj ['E', 0.5, {'Bb', 'C', 'E'}, 'E']
F_Electric1_LInda_3.wav Fmaj ['Amin', 0.54, {'A', 'C', 'E'}, 'E']
F_Electric1_LInda_4.wav Fmaj ['E', 0.62, {'F', 'A', 'E'}, 'E']
F_Electric2_LInda_1.wav Fmaj ['E', 0.81, {'Bb', 'A', 'E'}, 'E']
F_Electric2_LInda_2.wav Fmaj ['A', 0.81, {'A', 'Eb', 'E'}, 'A']
F_Electric2_LInda_3.wav Fmaj ['Amin', 0.67, {'A', 'C', 'E'}, 'A']
F_Electric2_LInda_4.wav Fmaj ['Fmaj', 0.38, {'F', 'A', 'C'}, 'A']
F_AcousticGuitar_RodrigoMercador_1.wav Fmaj ['Fmaj', 0.46, {'F', 'A', 'C'}, 'F']
F_AcousticGuitar_RodrigoMercador_2.wav Fmaj ['Fmaj', 0.41, {'F', 'A', 'C'}, 'F']
F_AcousticGuitar_RodrigoMercador_3.wav Fmaj ['Fmaj', 0.37, {'F', 'A', 'C'}, 'F']
F_AcousticGuitar_RodrigoMercador_4.wav Fmaj ['Fmaj', 0.48, {'F', 'A', 'C'}, 'F']
F_AcusticPlug10_1.wav Fmaj ['Fmaj', 0.34, {'F', 'A', 'C'}, 'C']
F_AcusticPlug10_2.wav Fmaj ['Fmaj', 0.21, {'F', 'A', 'C'}, 'C']
F_AcusticPlug10_3.wav Fmaj ['Fmaj', 0.25, {'F', 'A', 'C'}, 'C']
F_AcusticPlug10_4.wav Fmaj ['Fmaj', 0.45, {'F', 'A', 'C'}, 'A']
F_AcusticPlug11_1.wav Fmaj ['Fmaj', 0.32, {'F', 'A', 'C'}, 'C']
F_AcusticPlug11_2.wav Fmaj ['Fmaj', 0.23, {'F', 'A', 'C'}, 'C']
F_AcusticPlug11_3.wav Fmaj ['Fmaj', 0.27, {'F', 'A', 'C'}, 'C']
F_AcusticPlug11_4.wav Fmaj ['Fmaj', 0.31, {'F', 'A', 'C'}, 'A']
F_AcusticPlug12_1.wav Fmaj ['Amin', 0.36, {'A', 'C', 'E'}, 'A']
F_AcusticPlug12_2.wav Fmaj ['Fmaj', 0.53, {'F', 'A', 'C'}, '']
F_AcusticPlug12_3.wav Fmaj ['Amin', 0.4, {'A', 'C', 'E'}, 'A']
F_AcusticPlug12_4.wav Fmaj ['A', 0.35, {'F', 'A', 'E'}, 'A']
F_AcusticPlug13_1.wav Fmaj ['Fmaj', 0.4, {'F', 'A', 'C'}, 'C']
F_AcusticPlug13_2.wav Fmaj ['Fmaj', 0.31, {'F', 'A', 'C'}, 'C']
F_AcusticPlug13_3.wav Fmaj ['Fmaj', 0.36, {'F', 'A', 'C'}, 'C']
F_AcusticPlug13_4.wav Fmaj ['F', 0.35, {'F', 'A', 'E'}, 'F']
F_AcusticPlug14_1.wav Fmaj ['Fmaj', 0.2, {'F', 'A', 'C'}, 'C']
F_AcusticPlug14_2.wav Fmaj ['Fmaj', 0.15, {'F', 'A', 'C'}, 'C']
F_AcusticPlug14_3.wav Fmaj ['Fmaj', 0.19, {'F', 'A', 'C'}, 'C']
F_AcusticPlug14_4.wav Fmaj ['Fmaj', 0.38, {'F', 'A', 'C'}, 'F']
F_AcusticPlug15_1.wav Fmaj ['Fmaj', 0.13, {'F', 'A', 'C'}, 'C']
F_AcusticPlug15_2.wav Fmaj ['Fmaj', 0.09, {'F', 'A', 'C'}, 'C']
F_AcusticPlug15_3.wav Fmaj ['Fmaj', 0.13, {'F', 'A', 'C'}, 'C']
F_AcusticPlug15_4.wav Fmaj ['Fmaj', 0.45, {'F', 'A', 'C'}, 'F']
F_AcusticPlug16_1.wav Fmaj ['Fmaj', 0.31, {'F', 'A', 'C'}, 'C']
F_AcusticPlug16_2.wav Fmaj ['Fmaj', 0.22, {'F', 'A', 'C'}, 'C']
F_AcusticPlug16_3.wav Fmaj ['Fmaj', 0.29, {'F', 'A', 'C'}, 'C']
F_AcusticPlug16_4.wav Fmaj ['Fmaj', 0.4, {'F', 'A', 'C'}, 'F']
F_AcusticPlug17_1.wav Fmaj ['Fmaj', 0.19, {'F', 'A', 'C'}, 'C']
F_AcusticPlug17_2.wav Fmaj ['Fmaj', 0.12, {'F', 'A', 'C'}, 'C']
F_AcusticPlug17_3.wav Fmaj ['Fmaj', 0.19, {'F', 'A', 'C'}, 'C']
F_AcusticPlug17_4.wav Fmaj ['Fmaj', 0.39, {'F', 'A', 'C'}, 'F']
F_AcusticPlug18_1.wav Fmaj ['Fmaj', 0.23, {'F', 'A', 'C'}, 'C']
F_AcusticPlug18_2.wav Fmaj ['Fmaj', 0.17, {'F', 'A', 'C'}, 'C']
F_AcusticPlug18_3.wav Fmaj ['Fmaj', 0.23, {'F', 'A', 'C'}, 'C']
F_AcusticPlug18_4.wav Fmaj ['Fmaj', 0.4, {'F', 'A', 'C'}, 'F']
F_AcusticPlug19_1.wav Fmaj ['Fmaj', 0.43, {'F', 'A', 'C'}, 'C']
F_AcusticPlug19_2.wav Fmaj ['Fmaj', 0.35, {'F', 'A', 'C'}, 'C']
F_AcusticPlug19_3.wav Fmaj ['Fmaj', 0.43, {'F', 'A', 'C'}, 'C']
F_AcusticPlug19_4.wav Fmaj ['Fmaj', 0.38, {'F', 'A', 'C'}, 'F']
F_AcusticPlug1_1.wav Fmaj ['Fmaj', 0.51, {'F', 'A', 'C'}, 'C']
F_AcusticPlug1_2.wav Fmaj ['Fmaj', 0.32, {'F', 'A', 'C'}, 'C']
F_AcusticPlug1_3.wav Fmaj ['Fmaj', 0.34, {'F', 'A', 'C'}, 'C']
F_AcusticPlug1_4.wav Fmaj ['Dbaug', 0.48, {'F', 'Db', 'A'}, 'F']
F_AcusticPlug20_1.wav Fmaj ['Csus4', 0.26, {'F', 'G', 'C'}, 'C']
F_AcusticPlug20_2.wav Fmaj ['Csus4', 0.17, {'F', 'G', 'C'}, 'C']
F_AcusticPlug20_3.wav Fmaj ['Csus4', 0.24, {'F', 'G', 'C'}, 'C']
F_AcusticPlug20_4.wav Fmaj ['Csus4', 0.4, {'F', 'G', 'C'}, 'F']
F_AcusticPlug21_1.wav Fmaj ['Fmaj', 0.28, {'F', 'A', 'C'}, 'C']
F_AcusticPlug21_2.wav Fmaj ['Fmaj', 0.23, {'F', 'A', 'C'}, 'C']
F_AcusticPlug21_3.wav Fmaj ['Fmaj', 0.28, {'F', 'A', 'C'}, 'C']
F_AcusticPlug21_4.wav Fmaj ['Fmaj', 0.38, {'F', 'A', 'C'}, 'F']
F_AcusticPlug22_1.wav Fmaj ['Fmaj', 0.32, {'F', 'A', 'C'}, 'C']
F_AcusticPlug22_2.wav Fmaj ['Fmaj', 0.28, {'F', 'A', 'C'}, 'C']
F_AcusticPlug22_3.wav Fmaj ['Fmaj', 0.33, {'F', 'A', 'C'}, 'C']
F_AcusticPlug22_4.wav Fmaj ['Fmaj', 0.37, {'F', 'A', 'C'}, 'F']
F_AcusticPlug23_1.wav Fmaj ['Fmaj', 0.26, {'F', 'A', 'C'}, 'C']
F_AcusticPlug23_2.wav Fmaj ['Fmaj', 0.19, {'F', 'A', 'C'}, 'C']
F_AcusticPlug23_3.wav Fmaj ['Fmaj', 0.26, {'F', 'A', 'C'}, 'C']
F_AcusticPlug23_4.wav Fmaj ['Fmaj', 0.4, {'F', 'A', 'C'}, 'F']
F_AcusticPlug24_1.wav Fmaj ['Fmaj', 0.35, {'F', 'A', 'C'}, 'C']
F_AcusticPlug24_2.wav Fmaj ['Fmaj', 0.3, {'F', 'A', 'C'}, 'C']
F_AcusticPlug24_3.wav Fmaj ['Fmaj', 0.36, {'F', 'A', 'C'}, 'C']
F_AcusticPlug24_4.wav Fmaj ['Fmaj', 0.35, {'F', 'A', 'C'}, 'F']
F_AcusticPlug25_1.wav Fmaj ['Fmaj', 0.26, {'F', 'A', 'C'}, 'C']
F_AcusticPlug25_2.wav Fmaj ['Fmaj', 0.22, {'F', 'A', 'C'}, 'C']
F_AcusticPlug25_3.wav Fmaj ['Fmaj', 0.26, {'F', 'A', 'C'}, 'C']
F_AcusticPlug25_4.wav Fmaj ['Fmaj', 0.34, {'F', 'A', 'C'}, 'F']
F_AcusticPlug2_1.wav Fmaj ['Fmaj', 0.5, {'F', 'A', 'C'}, 'C']
F_AcusticPlug2_2.wav Fmaj ['Fmaj', 0.31, {'F', 'A', 'C'}, 'C']
F_AcusticPlug2_3.wav Fmaj ['Fmaj', 0.33, {'F', 'A', 'C'}, 'C']
F_AcusticPlug2_4.wav Fmaj ['Dbaug', 0.51, {'F', 'Db', 'A'}, 'F']
F_AcusticPlug3_1.wav Fmaj ['Fmaj', 0.8, {'F', 'A', 'C'}, 'A']
F_AcusticPlug3_2.wav Fmaj ['Fmaj', 0.5, {'F', 'A', 'C'}, 'C']
F_AcusticPlug3_3.wav Fmaj ['Fmaj', 0.57, {'F', 'A', 'C'}, 'C']
F_AcusticPlug3_4.wav Fmaj ['Fmaj', 0.48, {'F', 'A', 'C'}, 'F']
F_AcusticPlug4_1.wav Fmaj ['Csus4', 0.47, {'F', 'G', 'C'}, 'F']
F_AcusticPlug4_2.wav Fmaj ['Csus4', 0.44, {'F', 'G', 'C'}, 'C']
F_AcusticPlug4_3.wav Fmaj ['Csus4', 0.6, {'F', 'G', 'C'}, 'C']
F_AcusticPlug4_4.wav Fmaj ['Csus4', 0.33, {'F', 'G', 'C'}, 'F']
F_AcusticPlug5_1.wav Fmaj ['Csus4', 0.47, {'F', 'G', 'C'}, 'F']
F_AcusticPlug5_2.wav Fmaj ['Csus4', 0.35, {'F', 'G', 'C'}, 'C']
F_AcusticPlug5_3.wav Fmaj ['Csus4', 0.42, {'F', 'G', 'C'}, 'C']
F_AcusticPlug5_4.wav Fmaj ['Csus4', 0.28, {'F', 'G', 'C'}, 'F']
F_AcusticPlug6_1.wav Fmaj ['Fmaj', 0.5, {'F', 'A', 'C'}, 'C']
F_AcusticPlug6_2.wav Fmaj ['Fmaj', 0.24, {'F', 'A', 'C'}, 'C']
F_AcusticPlug6_3.wav Fmaj ['Fmaj', 0.41, {'F', 'A', 'C'}, 'C']
F_AcusticPlug6_4.wav Fmaj ['Fmaj', 0.45, {'F', 'A', 'C'}, 'F']
F_AcusticPlug7_1.wav Fmaj ['Fmaj', 0.77, {'F', 'A', 'C'}, 'C']
F_AcusticPlug7_2.wav Fmaj ['Fmaj', 0.41, {'F', 'A', 'C'}, 'C']
F_AcusticPlug7_3.wav Fmaj ['Fmaj', 0.44, {'F', 'A', 'C'}, 'C']
F_AcusticPlug7_4.wav Fmaj ['Fmaj', 0.41, {'F', 'A', 'C'}, 'F']
F_AcusticPlug8_1.wav Fmaj ['Fmaj', 0.37, {'F', 'A', 'C'}, 'C']
F_AcusticPlug8_2.wav Fmaj ['Fmaj', 0.14, {'F', 'A', 'C'}, 'C']
F_AcusticPlug8_3.wav Fmaj ['Fmaj', 0.26, {'F', 'A', 'C'}, 'C']
F_AcusticPlug8_4.wav Fmaj ['Fmaj', 0.36, {'F', 'A', 'C'}, 'F']
F_AcusticPlug9_1.wav Fmaj ['Amin', 0.71, {'A', 'C', 'E'}, 'E']
F_AcusticPlug9_2.wav Fmaj ['Amin', 0.78, {'A', 'C', 'E'}, 'C']
F_AcusticPlug9_3.wav Fmaj ['Amin', 0.79, {'A', 'C', 'E'}, 'E']
F_AcusticPlug9_4.wav Fmaj ['Dsus2', 0.59, {'E', 'A', 'D'}, 'E']
F_Acustic_Miguel_1.wav Fmaj ['Fmaj', 0.25, {'F', 'A', 'C'}, 'C']
F_Acustic_Miguel_2.wav Fmaj ['Fmaj', 0.31, {'F', 'A', 'C'}, 'C']
F_Acustic_Miguel_3.wav Fmaj ['Fmaj', 0.3, {'F', 'A', 'C'}, 'C']
F_Acustic_Miguel_4.wav Fmaj ['Fmaj', 0.21, {'F', 'A', 'C'}, 'C']
F_Classic2_Carolina_1.wav Fmaj ['Fmaj', 0.37, {'F', 'A', 'C'}, 'A']
F_Classic2_Carolina_2.wav Fmaj ['Fmaj', 0.57, {'F', 'A', 'C'}, 'A']
F_Classic2_Carolina_3.wav Fmaj ['Fmaj', 0.47, {'F', 'A', 'C'}, 'A']
F_Classic2_Carolina_4.wav Fmaj ['Fmaj', 0.4, {'F', 'A', 'C'}, 'A']
F_Classic3_Carolina_1.wav Fmaj ['Fmaj', 0.61, {'F', 'A', 'C'}, 'C']
F_Classic3_Carolina_2.wav Fmaj ['Fmaj', 0.71, {'F', 'A', 'C'}, 'A']
F_Classic3_Carolina_3.wav Fmaj ['Fmaj', 0.79, {'F', 'A', 'C'}, '']
F_Classic3_Carolina_4.wav Fmaj ['Fmaj', 0.27, {'F', 'A', 'C'}, 'A']
F_ClassicA_Miguel_1.wav Fmaj ['Fmaj', 0.2, {'F', 'A', 'C'}, 'C']
F_ClassicA_Miguel_2.wav Fmaj ['Csus4', 0.14, {'F', 'G', 'C'}, 'C']
F_ClassicA_Miguel_3.wav Fmaj ['Fmaj', 0.24, {'F', 'A', 'C'}, 'C']
F_ClassicA_Miguel_4.wav Fmaj ['Fmaj', 0.47, {'F', 'A', 'C'}, 'C']
F_ClassicCleanGB_JO_1.wav Fmaj ['Csus4', 0.77, {'F', 'G', 'C'}, 'C']
F_ClassicCleanGB_JO_2.wav Fmaj ['Csus4', 0.64, {'F', 'G', 'C'}, 'C']
F_ClassicCleanGB_JO_3.wav Fmaj ['Csus4', 0.73, {'F', 'G', 'C'}, 'C']
F_ClassicCleanGB_JO_4.wav Fmaj ['Csus4', 0.68, {'F', 'G', 'C'}, 'G']
F_Classic_Jegundo_1.wav Fmaj ['Fmaj', 0.4, {'F', 'A', 'C'}, 'A']
F_Classic_Jegundo_2.wav Fmaj ['Fmaj', 0.48, {'F', 'A', 'C'}, 'F']
F_Classic_Jegundo_3.wav Fmaj ['Fmaj', 0.48, {'F', 'A', 'C'}, 'A']
F_Classic_Jegundo_4.wav Fmaj ['Fmaj', 0.66, {'F', 'A', 'C'}, 'A']
F_Classic_Miguel_1.wav Fmaj ['Fmaj', 0.2, {'F', 'A', 'C'}, 'C']
F_Classic_Miguel_2.wav Fmaj ['Fmaj', 0.23, {'F', 'A', 'C'}, 'C']
F_Classic_Miguel_3.wav Fmaj ['Fmaj', 0.55, {'F', 'A', 'C'}, 'C']
F_Classic_Miguel_4.wav Fmaj ['Fmaj', 0.38, {'F', 'A', 'C'}, 'C']
F_Classic_Simona_1.wav Fmaj ['Fmaj', 0.39, {'F', 'A', 'C'}, 'C']
F_Classic_Simona_2.wav Fmaj ['Fmin', 0.07, {'F', 'Ab', 'C'}, 'C']
F_Classic_Simona_3.wav Fmaj ['Fmaj', 0.5, {'F', 'A', 'C'}, 'F']
F_Classic_Simona_4.wav Fmaj ['Fmaj', 0.76, {'F', 'A', 'C'}, 'F']
F_Electric_Fabi_1.wav Fmaj ['Fmaj', 0.21, {'F', 'A', 'C'}, 'C']
F_Electric_Fabi_2.wav Fmaj ['Fmaj', 0.21, {'F', 'A', 'C'}, 'C']
F_Electric_Fabi_3.wav Fmaj ['Fmaj', 0.33, {'F', 'A', 'C'}, 'C']
F_Electric_Fabi_4.wav Fmaj ['E', 0.44, {'F', 'A', 'E'}, 'E']
F_Retro GB_JO_1.wav Fmaj ['Csus4', 0.48, {'F', 'G', 'C'}, 'F']
F_RetroGB_JO_2.wav Fmaj ['Fmaj', 0.46, {'F', 'A', 'C'}, 'C']
F_RetroGB_JO_3.wav Fmaj ['Fmaj', 0.47, {'F', 'A', 'C'}, 'C']
F_RetroGB_JO_4.wav Fmaj ['Csus4', 0.29, {'F', 'G', 'C'}, 'F']
F_RockGB_JO_1.wav Fmaj ['Fmaj', 0.24, {'F', 'A', 'C'}, 'F']
F_RockGB_JO_2.wav Fmaj ['Fmaj', 0.19, {'F', 'A', 'C'}, 'C']
F_RockGB_JO_3.wav Fmaj ['Fmaj', 0.33, {'F', 'A', 'C'}, 'C']
F_RockGB_JO_4.wav Fmaj ['Fmaj', 0.19, {'F', 'A', 'C'}, 'F']
F_RootsGB_JO_1.wav Fmaj ['Csus4', 0.36, {'F', 'G', 'C'}, 'F']
F_RootsGB_JO_2.wav Fmaj ['Csus4', 0.33, {'F', 'G', 'C'}, 'F']
F_RootsGB_JO_3.wav Fmaj ['Csus4', 0.48, {'F', 'G', 'C'}, 'F']
F_RootsGB_JO_4.wav Fmaj ['Csus4', 0.35, {'F', 'G', 'C'}, 'F']
F_acousticguitar_Mari_1.wav Fmaj ['Fmaj', 0.7, {'F', 'A', 'C'}, 'F']
F_acousticguitar_Mari_2.wav Fmaj ['Fmaj', 0.44, {'F', 'A', 'C'}, 'C']
F_acousticguitar_Mari_3.wav Fmaj ['Fmaj', 0.42, {'F', 'A', 'C'}, 'F']
F_acousticguitar_Mari_4.wav Fmaj ['Fmaj', 0.59, {'F', 'A', 'C'}, 'C']
F_acousticguitar_SalomAndrade_1.wav Fmaj ['A', 0.34, {'G', 'A', 'C'}, 'A']
F_acousticguitar_SalomAndrade_2.wav Fmaj ['Fmaj', 0.44, {'F', 'A', 'C'}, 'C']
F_acousticguitar_SalomAndrade_3.wav Fmaj ['Fmaj', 0.36, {'F', 'A', 'C'}, 'C']
F_acousticguitar_SalomAndrade_4.wav Fmaj ['A', 0.22, {'B', 'A', 'C'}, 'A']
F_acusticGB_JO_1.wav Fmaj ['Fmaj', 0.39, {'F', 'A', 'C'}, 'C']
F_acusticGB_JO_2.wav Fmaj ['Fmaj', 0.38, {'F', 'A', 'C'}, 'C']
F_acusticGB_JO_3.wav Fmaj ['Fmaj', 0.43, {'F', 'A', 'C'}, 'C']
F_acusticGB_JO_4.wav Fmaj ['Fmaj', 0.41, {'F', 'A', 'C'}, 'F']
F_classical_AfonsoLemos_-01.wav Fmaj ['Fmaj', 0.45, {'F', 'A', 'C'}, 'C']
F_classical_AfonsoLemos_-02.wav Fmaj ['Fmaj', 0.31, {'F', 'A', 'C'}, 'F']
F_classical_AfonsoLemos_-03.wav Fmaj ['Fmaj', 0.65, {'F', 'A', 'C'}, 'C']
F_classical_AfonsoLemos_-04.wav Fmaj ['Fmaj', 0.48, {'F', 'A', 'C'}, 'C']
F_classical_henrique_1.wav Fmaj ['Fmaj', 0.55, {'F', 'A', 'C'}, 'C']
F_classical_henrique_2.wav Fmaj ['Fmaj', 0.32, {'F', 'A', 'C'}, 'C']
F_classical_henrique_3.wav Fmaj ['Fmaj', 0.37, {'F', 'A', 'C'}, 'C']
F_classical_henrique_4.wav Fmaj ['Fmaj', 0.27, {'F', 'A', 'C'}, 'C']
F_electric_Isabel_1.wav Fmaj ['Fmaj', 0.38, {'F', 'A', 'C'}, 'C']
F_electric_Isabel_2.wav Fmaj ['Fmaj', 0.45, {'F', 'A', 'C'}, 'C']
F_electric_Isabel_3.wav Fmaj ['Fmaj', 0.77, {'F', 'A', 'C'}, 'C']
F_electric_Isabel_4.wav Fmaj ['Fmaj', 0.74, {'F', 'A', 'C'}, 'C']
F_eletricguitar_Mari_1.wav Fmaj ['Fmaj', 0.22, {'F', 'A', 'C'}, 'F']
F_eletricguitar_Mari_2.wav Fmaj ['Fmaj', 0.28, {'F', 'A', 'C'}, 'C']
F_eletricguitar_Mari_3.wav Fmaj ['Csus4', 0.3, {'F', 'G', 'C'}, 'C']
F_eletricguitar_Mari_4.wav Fmaj ['Fmaj', 0.74, {'F', 'A', 'C'}, 'F']
G_AcusticPlug26_1.wav Gmaj ['Gmaj', 0.87, {'B', 'G', 'D'}, 'B']
G_AcusticPlug26_2.wav Gmaj ['Gmaj', 0.69, {'B', 'G', 'D'}, 'B']
G_AcusticPlug26_3.wav Gmaj ['Gmaj', 0.53, {'B', 'G', 'D'}, 'B']
G_AcusticPlug26_4.wav Gmaj ['G', 0.3, {'B', 'G', 'C'}, 'G']
G_AcusticPlug27_1.wav Gmaj ['Gmaj', 0.42, {'B', 'G', 'D'}, 'B']
G_AcusticPlug27_2.wav Gmaj ['Gmaj', 0.3, {'B', 'G', 'D'}, 'B']
G_AcusticPlug27_3.wav Gmaj ['Gmaj', 0.23, {'B', 'G', 'D'}, 'B']
G_AcusticPlug27_4.wav Gmaj ['G', 0.33, {'B', 'G', 'C'}, 'G']
G_AcusticPlug28_1.wav Gmaj ['Gmaj', 0.22, {'B', 'G', 'D'}, 'B']
G_AcusticPlug28_2.wav Gmaj ['Gmaj', 0.15, {'B', 'G', 'D'}, 'B']
G_AcusticPlug28_3.wav Gmaj ['Gmaj', 0.22, {'B', 'G', 'D'}, 'B']
G_AcusticPlug28_4.wav Gmaj ['G', 0.34, {'B', 'G', 'C'}, 'G']
G_AcusticPlug29_1.wav Gmaj ['Gmaj', 0.54, {'B', 'G', 'D'}, 'B']
G_AcusticPlug29_2.wav Gmaj ['Gmaj', 0.34, {'B', 'G', 'D'}, 'B']
G_AcusticPlug29_3.wav Gmaj ['Gmaj', 0.3, {'B', 'G', 'D'}, 'B']
G_AcusticPlug29_4.wav Gmaj ['G', 0.3, {'B', 'G', 'Gb'}, 'G']
G_AcusticPlug30_1.wav Gmaj ['Gmaj', 0.69, {'B', 'G', 'D'}, 'G']
G_AcusticPlug30_2.wav Gmaj ['Gmaj', 0.77, {'B', 'G', 'D'}, 'B']
G_AcusticPlug30_3.wav Gmaj ['Gmaj', 0.67, {'B', 'G', 'D'}, 'B']
G_AcusticPlug30_4.wav Gmaj ['G', 0.33, {'B', 'G', 'Gb'}, 'G']
G_AcusticVince_JO_1.wav Gmaj ['Gmaj', 0.58, {'B', 'G', 'D'}, 'B']
G_AcusticVince_JO_2.wav Gmaj ['Gmaj', 0.43, {'B', 'G', 'D'}, 'B']
G_AcusticVince_JO_3.wav Gmaj ['Gmaj', 0.56, {'B', 'G', 'D'}, 'B']
G_AcusticVince_JO_4.wav Gmaj ['Gmaj', 0.2, {'B', 'G', 'D'}, 'G']
G_ClassicVince_JO_1.wav Gmaj ['Gmaj', 0.45, {'B', 'G', 'D'}, 'B']
G_ClassicVince_JO_2.wav Gmaj ['Gmaj', 0.29, {'B', 'G', 'D'}, 'B']
G_ClassicVince_JO_3.wav Gmaj ['Gmaj', 0.62, {'B', 'G', 'D'}, 'B']
G_ClassicVince_JO_4.wav Gmaj ['Gmaj', 0.33, {'B', 'G', 'D'}, 'G']
G_Classic_Jo_1.wav Gmaj ['Gmaj', 0.68, {'B', 'G', 'D'}, 'B']
G_Classic_Jo_2.wav Gmaj ['Gmaj', 0.65, {'B', 'G', 'D'}, 'B']
G_Classic_Jo_3.wav Gmaj ['Gmaj', 0.85, {'B', 'G', 'D'}, '']
